"ABB54514","566","Human","HA","H3N2","USA","N","1968","Influenza A virus (A/Memphis/1/1968(H3N2))","","","","c"
"ABN51099","566","Human","HA","H3N2","USA","N","1968","Influenza A virus (A/Albany/11/1968(H3N2))","","","","c"
"ABN51121","566","Human","HA","H3N2","USA","N","1968","Influenza A virus (A/Albany/19/1968(H3N2))","","","","c"
"ABO44068","566","Human","HA","H3N2","USA","N","1968","Influenza A virus (A/Albany/18/1968(H3N2))","","","","c"
"ABO52357","566","Human","HA","H3N2","USA","N","1968","Influenza A virus (A/Albany/17/1968(H3N2))","","","","c"
"ABP49514","566","Human","HA","H3N2","USA","N","1968","Influenza A virus (A/Albany/10/1968(H3N2))","","","","c"
"ABR15797","566","Human","HA","H3N2","USA","N","1968","Influenza A virus (A/Albany/6/1968(H3N2))","","","","c"
"ABN51110","566","Human","HA","H3N2","USA","N","1969","Influenza A virus (A/Albany/1/1969(H3N2))","","","","c"
"ABN51132","566","Human","HA","H3N2","USA","N","1969","Influenza A virus (A/Albany/3/1969(H3N2))","","","","c"
"ABP49503","566","Human","HA","H3N2","USA","N","1969","Influenza A virus (A/Albany/4/1969(H3N2))","","","","c"
"ABO52324","566","Human","HA","H3N2","USA","N","1970","Influenza A virus (A/Albany/2/1970(H3N2))","","","","c"
"ABO52368","566","Human","HA","H3N2","USA","N","1970","Influenza A virus (A/Albany/6/1970(H3N2))","","","","c"
"ABS49899","566","Human","HA","H3N2","USA","N","1970","Influenza A virus (A/Albany/1/1970(H3N2))","","","","c"
"ABS49910","566","Human","HA","H3N2","USA","N","1970","Influenza A virus (A/Albany/3/1970(H3N2))","","","","c"
"BAG12818","566","Human","HA","H3N2","USA","N","1971","Influenza A virus (A/Memphis/1/1971(H3N2))","","","","c"
"AAA43187","566","Human","HA","H3N2","USA","N","1971","Influenza A virus (A/Memphis/1/1971(H3N2))","","c"
"AAZ80007","566","Human","HA","H3N2","USA","N","1971","Influenza A virus (A/Memphis/1/1971(H3N2))","","","","c"
"ABB52376","566","Human","HA","H3N2","USA","N","1971","Influenza A virus (A/Memphis/2/1971(H3N2))","","","","c"
"ABP49184","566","Human","HA","H3N2","USA","N","1971","Influenza A virus (A/Memphis/3/1971(H3N2))","","","","c"
"AAZ43383","566","Human","HA","H3N2","USA","N","1972","Influenza A virus (A/Memphis/102/1972(H3N2))","","","","c"
"ABD17323","566","Human","HA","H3N2","USA","N","1972","Influenza A virus (A/Memphis/101/1972(H3N2))","","","","c"
"ABA12773","566","Human","HA","H3N2","USA","N","1972","Influenza A virus (A/Memphis/109/1972(H3N2))","","","","c"
"ABC84542","566","Human","HA","H3N2","USA","N","1972","Influenza A virus (A/Memphis/103/1972(H3N2))","","","","c"
"ABC97374","566","Human","HA","H3N2","USA","N","1972","Influenza A virus (A/Memphis/105/1972(H3N2))","","","","c"
"ABC02332","566","Human","HA","H3N2","USA","N","1973","Influenza A virus (A/Memphis/3/1973(H3N2))","","","","c"
"ABB96352","566","Human","HA","H3N2","USA","N","1974","Influenza A virus (A/Memphis/101/1974(H3N2))","","","","c"
"ABC02321","566","Human","HA","H3N2","USA","N","1974","Influenza A virus (A/Memphis/102/1974(H3N2))","","","","c"
"ABC02255","566","Human","HA","H3N2","USA","N","1974","Influenza A virus (A/Memphis/103/1974(H3N2))","","","","c"
"ABO52335","566","Human","HA","H3N2","USA","N","1974","Influenza A virus (A/Albany/20/1974(H3N2))","","","","c"
"ABO52313","566","Human","HA","H3N2","USA","N","1975","Influenza A virus (A/Albany/42/1975(H3N2))","","","","c"
"ABB96363","566","Human","HA","H3N2","USA","N","1976","Influenza A virus (A/Memphis/137/1976(H3N2))","","","","c"
"ABC02266","566","Human","HA","H3N2","USA","N","1976","Influenza A virus (A/Memphis/110/1976(H3N2))","","","","c"
"ABC40544","566","Human","HA","H3N2","USA","N","1976","Influenza A virus (A/Memphis/103/1976(H3N2))","","","","c"
"ABD16751","566","Human","HA","H3N2","USA","N","1976","Influenza A virus (A/Memphis/106/1976(H3N2))","","","","c"
"ABD16740","566","Human","HA","H3N2","USA","N","1976","Influenza A virus (A/Memphis/108/1976(H3N2))","","","","c"
"ABD61757","566","Human","HA","H3N2","USA","N","1976","Influenza A virus (A/Memphis/105/1976(H3N2))","","","","c"
"ABP49492","566","Human","HA","H3N2","USA","N","1976","Influenza A virus (A/Albany/15/1976(H3N2))","","","","c"
"ABQ01366","566","Human","HA","H3N2","USA","N","1976","Influenza A virus (A/Albany/1/1976(H3N2))","","","","c"
"ABR28592","566","Human","HA","H3N2","USA","N","1976","Influenza A virus (A/Memphis/104/1976(H3N2))","","","","c"
"ABB96374","566","Human","HA","H3N2","USA","N","1977","Influenza A virus (A/Memphis/1/1977(H3N2))","","","","c"
"ABB96395","566","Human","HA","H3N2","USA","N","1977","Influenza A virus (A/Memphis/3/1977(H3N2))","","","","c"
"ABC02310","566","Human","HA","H3N2","USA","N","1977","Influenza A virus (A/Memphis/5/1977(H3N2))","","","","c"
"ABC67839","566","Human","HA","H3N2","USA","N","1977","Influenza A virus (A/Memphis/2/1977(H3N2))","","","","c"
"ABC67861","566","Human","HA","H3N2","USA","N","1977","Influenza A virus (A/Memphis/4/1977(H3N2))","","","","c"
"ABO52346","566","Human","HA","H3N2","USA","N","1977","Influenza A virus (A/Albany/4/1977(H3N2))","","","","c"
"AFG99105","566","Human","HA","H3N2","USA","N","1977","Influenza A virus (A/Texas/1/1977(H3N2))","","","","c"
"AFM68965","566","Human","HA","H3N2","USA","N","1977","Influenza A virus (A/Texas/1/1977(H3N2))","","","","c"
"ABB96341","566","Human","HA","H3N2","USA","N","1978","Influenza A virus (A/Memphis/18/1978(H3N2))","","","","c"
"ABB96319","566","Human","HA","H3N2","USA","N","1978","Influenza A virus (A/Memphis/2/1978(H3N2))","","","","c"
"ABB96330","566","Human","HA","H3N2","USA","N","1978","Influenza A virus (A/Memphis/12/1978(H3N2))","","","","c"
"ABC46554","566","Human","HA","H3N2","USA","N","1978","Influenza A virus (A/Memphis/19/1978(H3N2))","","","","c"
"ABO33069","566","Human","HA","H3N2","USA","N","1978","Influenza A virus (A/Albany/14/1978(H3N2))","","","","c"
"ABO38230","566","Human","HA","H3N2","USA","N","1978","Influenza A virus (A/Memphis/16/1978(H3N2))","","","","c"
"ABC46565","566","Human","HA","H3N2","USA","N","1980","Influenza A virus (A/Memphis/4/1980(H3N2))","","","","c"
"ABC40555","566","Human","HA","H3N2","USA","N","1980","Influenza A virus (A/Memphis/9/1980(H3N2))","","","","c"
"ABC86137","566","Human","HA","H3N2","USA","N","1980","Influenza A virus (A/Memphis/3/1980(H3N2))","","","","c"
"ABD16762","566","Human","HA","H3N2","USA","N","1980","Influenza A virus (A/Memphis/1/1980(H3N2))","","","","c"
"ABC46576","566","Human","HA","H3N2","USA","N","1981","Influenza A virus (A/Memphis/1/1981(H3N2))","","","","c"
"ABD61529","566","Human","HA","H3N2","USA","N","1983","Influenza A virus (A/Memphis/33/1983(H3N2))","","","","c"
"ABC84531","566","Human","HA","H3N2","USA","N","1985","Influenza A virus (A/Memphis/5/1985(H3N2))","","","","c"
"ABD17334","566","Human","HA","H3N2","USA","N","1985","Influenza A virus (A/Memphis/25/1985(H3N2))","","","","c"
"ABD16729","566","Human","HA","H3N2","USA","N","1985","Influenza A virus (A/Memphis/7/1985(H3N2))","","","","c"
"ABD61777","566","Human","HA","H3N2","USA","N","1985","Influenza A virus (A/Memphis/2/1985(H3N2))","","","","c"
"ABG37208","566","Human","HA","H3N2","USA","N","1985","Influenza A virus (A/Memphis/12/1985(H3N2))","","","","c"
"AAZ43370","566","Human","HA","H3N2","USA","N","1986","Influenza A virus (A/Memphis/66/1986(H3N2))","","","","c"
"ABA16214","566","Human","HA","H3N2","USA","N","1986","Influenza A virus (A/Memphis/1/1986(H3N2))","","","","c"
"ABD16718","566","Human","HA","H3N2","USA","N","1986","Influenza A virus (A/Memphis/11/1986(H3N2))","","","","c"
"ABG26802","566","Human","HA","H3N2","USA","N","1986","Influenza A virus (A/Memphis/5/1986(H3N2))","","","","c"
